Vmag,Plx,e_Plx,B-V,SpType,Distance (parsecs),Distance (light years),Amag,Temperature (K),Luminosity (Sun=1),Radius (Sun=1),target
8.27,0.03389,0.79,0.863,K2V,29.507229271171433,96.23959870168189,5.920357844186891,5097.730697693218,0.37312715978720956,0.7847471161834816,0.0
8.27,0.00528,1.15,0.994,G8III,189.3939393939394,617.719696969697,1.88316961266906,4757.190284138469,15.372062973393021,5.783891081673638,1.0
8.08,0.0034500000000000004,0.94,1.156,K2III,289.85507246376807,945.3797101449273,0.7690954753663704,4396.914042075454,42.890569206083285,11.30941209046271,1.0
8.55,0.00818,0.88,0.401,F2V,122.24938875305624,398.72371638141806,3.1137665183566163,6874.921300446744,4.948725818870502,1.57132604588549,0.0
8.97,0.01063,1.25,0.671,G3/G5V,94.0733772342427,306.8259642521166,4.102666322616484,5702.764173000684,1.9903684135014148,1.4482748380619417,0.0
7.42,0.0016,0.79,1.524,K4III,625.0,2038.475,-1.559400086720375,3757.7612724328865,366.2351589554216,45.24563834855815,1.0
9.03,0.00229,1.19,1.67,M0,436.6812227074236,1424.2620087336245,0.8291774116994386,3554.5172824397937,40.581587803106615,16.832876316950706,0.0
8.41,0.0035299999999999997,1.12,0.022,A0V,283.28611898017,923.9546742209632,1.148873526939112,9858.851179889065,30.23086606777272,1.8885467834226783,0.0
8.4,0.01559,1.43,0.566,G2V,64.14368184733804,209.20846696600387,4.364230575944209,6103.941117972312,1.5642557844334555,1.1206972049388693,0.0
8.85,0.00228,1.3,1.726,M0,438.5964912280702,1430.5087719298244,0.6396742350022695,3482.4696235592487,48.320376106293836,19.135752895957214,0.0
5.71,0.00597,0.7,0.911,G8III,167.50418760469012,546.324958123953,-0.41012834435315515,4967.112266336224,127.07243080382962,15.253615395196078,1.0
8.68,0.00477,1.44,0.944,G8III,209.64360587002096,683.7651991614255,2.072591895200569,4881.343448890368,12.911099912369554,5.034518777742302,1.0
8.12,0.016739999999999998,1.28,0.619,F8V,59.737156511350065,194.8363201911589,4.238777268286205,5894.132132217435,1.755856795267316,1.2733854594967073,0.0
8.67,0.00785,1.17,0.513,F5V,127.38853503184714,415.4853503184713,3.144348283726261,6330.511244265693,4.811280602903722,1.827291564001829,0.0
10.46,0.019829999999999997,5.16,1.36,M0,50.42864346949068,164.476046394352,6.946613571026513,4017.00351077832,0.14499551591471208,0.7878216986242982,0.0
9.87,0.00649,1.44,0.551,F6/F7V,154.08320493066256,502.55161787365176,3.931223484001845,6166.275261730199,2.3308300384376706,1.3404930383166471,0.0
9.48,0.00552,1.74,0.53,F5V,181.1594202898551,590.8623188405797,3.1896953886459958,6255.884888072969,4.6144701878869725,1.8324768616024305,0.0
7.05,0.003,0.82,1.55,M1III,333.3333333333333,1087.1866666666665,-0.5643937264016872,3719.818455748119,146.4729709507118,29.200502871095548,1.0
8.29,0.00915,0.76,0.538,F6V,109.2896174863388,356.4546448087431,3.0971054703322416,6221.418717992989,5.025251615568621,1.9335487129022886,0.0
9.34,0.00816,1.21,0.543,F7V,122.54901960784314,399.70098039215685,3.8984507937693067,6200.084368063528,2.402258188879678,1.346076423941125,0.0
6.22,0.0045,0.73,0.97,G7II-III,222.22222222222223,724.791111111111,-0.5139374311232823,4815.94093466545,139.82182695305585,17.020811321975575,1.0
5.53,0.00584,0.61,1.615,M2III,171.2328767123288,558.4863013698631,-0.6379357644380015,3628.3503058593997,156.7380017935386,31.748543587426447,1.0
8.53,0.0003,0.86,1.315,K3II/III,3333.3333333333335,10871.866666666667,-4.084393726401688,4094.8006135221667,3747.636762876322,121.89006283487865,1.0
11.28,0.02711,2.33,1.308,M2,36.88675765400222,120.30837329398746,8.445647587902426,4107.186234101257,0.03645364541198037,0.37786508616392955,0.0
10.76,0.03135,4.17,1.384,M1.5V:,31.897926634768737,104.03700159489631,8.241187725833676,3976.758858217169,0.04400731882257566,0.44285241319092267,0.0
8.6,0.008289999999999999,0.97,0.435,F3V,120.62726176115804,393.4330518697226,3.1927726527513665,6699.1874132057255,4.601410073276161,1.5957185339843298,0.0
8.55,0.00035999999999999997,0.87,1.093,G8III,2777.777777777778,9059.888888888889,-3.6684874961635625,4529.9965860761895,2555.0240855138177,82.23502424790995,1.0
6.83,0.00366,0.83,1.197,K2III,273.224043715847,891.1366120218579,-0.3525945730279467,4314.621838321851,120.51409095721625,19.687406791334183,1.0
4.78,0.01477,0.47,1.254,K2III,67.70480704129993,220.82329045362218,0.6269024765597484,4205.4316545829715,48.89213580155279,13.199376625438454,1.0
5.58,0.00086,0.56,0.407,F0III,1162.7906976744187,3792.5116279069766,-4.74750774378216,6843.184916139754,6902.447268461406,59.22977358733918,1.0
8.7,0.00508,1.06,0.366,F2V,196.85039370078738,642.03937007874,2.2293185614195963,7066.627650363904,11.175644425904446,2.234945545280519,0.0
9.14,0.0029300000000000003,1.38,1.08,K0III,341.296928327645,1113.1604095563137,1.4743381017705488,4558.520175773521,22.400863480182128,7.603957696258135,1.0
8.13,0.00811,0.83,0.2,A4V,123.30456226880396,402.1652281134402,2.6751042710557806,8163.006622936273,7.412390513658314,1.3640614112725513,0.0
6.25,0.0024500000000000004,0.69,-0.042,B9IIIp Mn,408.1632653061224,1331.2489795918366,-1.804169578177337,10681.29698870658,458.8469310017767,6.268173506218504,1.0
9.04,0.00898,0.93,0.546,F7V,111.35857461024499,363.2026726057906,3.8063816833365216,6187.359245659021,2.6148532868553347,1.410158967458675,0.0
8.96,0.00439,1.29,0.306,A9V,227.79043280182233,742.9521640091116,2.172322601210608,7423.943766267737,11.777983986611837,2.0788406838839926,0.0
7.04,0.0075,0.84,1.06,K1III,133.33333333333334,434.87466666666666,1.4153063169585005,4603.148560514078,23.652522986277162,7.662735391640324,1.0
4.37,0.00786,0.94,1.631,M3III,127.22646310432569,414.95674300254444,-1.152887269802961,3606.5456775983994,251.85751147710172,40.733305554137395,1.0
8.6,0.00309,0.84,0.1,B8V,323.62459546925567,1055.5210355987053,1.0497923971241727,9027.638443017657,33.119444289108614,2.35748143333401,0.0
7.09,0.007030000000000001,0.89,0.999,K0III,142.24751066856328,463.9487908961592,1.324776625099119,4745.1404245925805,25.70924659827204,7.517987713751853,1.0
8.68,0.00207,0.8,-0.052,B9V,483.0917874396136,1575.632850241546,0.2598517272845893,10823.943144756118,68.55818460084319,2.3594660071060356,0.0
8.98,0.00292,1.26,0.107,A3V,342.4657534246576,1116.9726027397262,1.3069142572420924,8960.533830431375,26.135709669617913,2.125712154964642,0.0
7.98,0.00441,0.82,0.97,G9III,226.75736961451247,739.5827664399093,1.202192947339194,4815.94093466545,28.78212275209966,7.722433583104642,1.0
8.86,0.009460000000000001,1.18,0.66,G3V,105.70824524312894,344.7737843551796,3.7394556820089635,5742.128942309952,2.781107185794411,1.6885660667403668,0.0
9.24,0.06303,1.98,1.39,M0V,15.865460891638902,51.74615262573377,8.237736535628075,3966.828688903021,0.044147425845753534,0.4457803049101466,0.0
9.63,0.00596,2.02,0.509,F5V,167.78523489932886,547.241610738255,3.5062312987011834,6348.350606926276,3.4475254472350536,1.538108624417632,0.0
5.8,0.08063,3.03,0.69,G3V,12.402331638348011,40.45094877837034,5.332483298996764,5636.113022413328,0.6412194398701192,0.8415870190289826,0.0
8.86,0.0038900000000000002,1.83,1.035,G9II-III,257.0694087403599,838.4473007712082,1.8097480066285385,4660.245577327604,16.447534170950433,6.234302450013394,1.0
7.97,0.00902,2.5,0.556,F7V,110.86474501108647,361.5920177383592,2.7460326877097083,6145.345417921852,6.943635660742849,2.329463660992842,0.0
6.9,0.01491,0.9,0.534,G0V,67.0690811535882,218.74983232729713,2.7673882172649726,6238.600489616528,6.808394513903038,2.238221595012327,0.0
6.77,0.0025099999999999996,0.64,1.832,M0,398.4063745019921,1299.4262948207172,-1.2316313925948101,3354.040593101357,270.8024299619253,48.83652171658612,0.0
5.04,0.0064,0.87,-0.15,B4V,156.25,509.61875,-0.9291001300805641,12488.51084629239,204.94628577133733,3.0644588242205337,0.0
6.33,0.007549999999999999,0.82,0.182,A6V,132.45033112582783,431.994701986755,0.7197347581459397,8304.980143006806,44.885503037685176,3.2428803607243957,0.0
12.43,0.02298,4.38,1.49,M3,43.51610095735422,141.9303742384682,9.236750121761332,3808.609875061861,0.01759138166801751,0.30526152704508824,0.0
9.46,0.00477,1.47,0.944,G8/K0III,209.64360587002096,683.7651991614255,2.85259189520057,4881.343448890368,6.294529045851485,3.5152641495546675,1.0
5.7,0.02653,0.77,0.315,F0V,37.69317753486619,122.93856012061815,2.8186862499116456,7367.846405765911,6.494197617883175,1.5672442947817253,0.0
9.18,0.00216,1.59,0.981,K0III,462.96296296296293,1509.9814814814813,0.8522687557546558,4788.824417615377,39.72761538526253,9.175790642885383,1.0
8.53,0.0025299999999999997,1.0,1.274,K3III,395.2569169960475,1289.1541501976285,0.5456026058790897,4168.476389845299,52.693731921896735,13.946969842456506,1.0
9.41,0.00246,1.07,0.967,G6/G8III,406.5040650406504,1325.8373983739837,1.3646755355168967,4823.3927491334525,24.78162528095664,7.143560308384523,1.0
5.87,0.00157,1.67,1.073,G8III,636.9426751592357,2077.4267515923566,-3.1505017379538325,4574.036167385531,1585.6257689658923,63.54132021158855,1.0
9.26,0.00349,0.94,1.8,M2,286.5329512893983,934.5444126074498,1.9741271347959,3391.7690111459997,14.136735946223808,10.911315465625206,0.0
8.42,0.00414,1.05,1.005,G8III,241.5458937198068,787.816425120773,1.5050017056044958,4730.765334481235,21.777063513484574,6.961325198818225,1.0
8.85,0.00262,1.16,1.113,K1III,381.6793893129771,1244.8702290076335,0.9415064565987254,4486.839504802614,36.592949587867615,10.031657906335452,1.0
9.04,0.00723,1.56,0.489,F3/F5V,138.31258644536652,451.1147994467496,3.335691486472654,6439.201919103254,4.033884000951334,1.617158880833027,0.0
10.3,0.00063,1.67,0.254,F0/F2V,1587.3015873015872,5177.079365079365,-0.7032972527320904,7767.319734251719,166.4634537686055,7.139571707882162,0.0
8.43,0.00518,1.11,0.007,A0V,193.05019305019306,629.6447876447876,2.0016487987261655,10038.752058872305,13.782896042853642,1.229888835914821,0.0
6.25,0.01616,0.96,0.526,F6/F7V,61.88118811881188,201.82920792079204,2.292206782192837,6273.272881143872,10.546716863459178,2.755023831414162,0.0
7.82,0.00411,0.8,1.041,K0III,243.30900243309003,793.5669099756691,0.8892091093803467,4646.406583192409,38.39868539425163,9.582500114683523,1.0
6.46,0.0067800000000000004,0.88,1.176,K1III,147.49262536873155,481.05604719764005,0.6161484693353172,4356.3639949557255,49.378809179432416,12.361667593948077,1.0
7.96,0.01184,1.16,0.421,F2/F3V,84.45945945945947,275.4695945945946,3.3267585119345053,6770.355529079559,4.067209986480402,1.468860060542256,0.0
8.87,0.00315,1.18,0.081,A0V,317.46031746031747,1035.4158730158729,1.3615527689480018,9215.52968587499,24.8530041545411,1.95976463503516,0.0
8.65,0.00054,1.23,1.455,M0,1851.8518518518517,6039.925925925925,-2.688031200885156,3862.4714234559947,1035.6487381351205,72.01629201084862,0.0
9.64,0.0060999999999999995,1.44,0.432,F2V,163.9344262295082,534.6819672131147,3.5666491750538363,6714.3008688410055,3.2609213933484966,1.3372839852393539,0.0
9.15,0.00821,2.41,0.424,F3V,121.8026796589525,397.2667478684531,3.721715785597204,6754.967419038462,2.8269210893154075,1.230170761589223,0.0
9.04,0.00431,1.25,0.422,F0V,232.01856148491882,756.7424593967518,2.2123863508036568,6765.217713727657,11.351296288958887,2.4576172698913035,0.0
12.04,0.03293,3.49,1.473,M1,30.367446097783176,99.0452474946857,9.627958653559539,3834.5747102460095,0.012269208267083862,0.25149475777347496,0.0
8.09,0.0033799999999999998,1.13,1.125,K1IIICN...,295.85798816568047,964.9585798816568,0.7345835013882738,4461.357473060969,44.27581859906112,11.161031361217585,1.0
9.06,0.00106,0.94,1.688,K5III:,943.3962264150944,3076.943396226415,-0.8134706736761483,3531.024760883325,184.24184307503043,36.34525194496788,1.0
9.16,0.00481,1.11,0.232,A2III,207.9002079002079,678.0790020790021,2.5707253818691598,7923.34069156198,8.160369937441017,1.5191243951223088,1.0
8.82,0.00139,1.31,0.979,G8/K0III,719.4244604316547,2346.4460431654675,-0.4649259987295249,4793.730685094021,133.6504420389523,16.7955028859646,1.0
11.14,0.00186,2.09,0.041,A0V,537.6344086021505,1753.5268817204299,2.4875647210895835,9641.004404654277,8.809963549624168,1.0660990792013896,0.0
6.24,0.00093,0.57,0.332,B3Ia,1075.268817204301,3507.0537634408597,-3.917585257230323,7264.369545541521,3213.912900635087,35.86544868650417,1.0
9.44,0.005679999999999999,4.61,0.439,F3V,176.05633802816902,574.2183098591549,3.211741678555093,6679.150478693817,4.521716488157576,1.5913447774481004,0.0
6.96,0.01584,0.81,0.353,F2V,63.131313131313135,205.90656565656565,2.9587758862673734,7140.835626793466,5.708074667418915,1.5642343738670348,0.0
8.69,0.0008100000000000001,0.87,0.12,B8V,1234.567901234568,4026.617283950617,-1.7675749056067502,8838.793893284947,443.6392498196315,9.000860736143796,0.0
8.45,0.0028799999999999997,1.1,1.655,M0,347.22222222222223,1132.486111111111,0.7469624387961549,3574.3431519235914,43.77387813104035,17.28900893453533,0.0
9.01,0.00211,1.04,0.956,G8III,473.93364928909955,1545.7630331753555,0.6314122764884633,4850.925823121109,48.68947473820656,9.899730049315822,1.0
8.68,0.00348,1.17,1.011,K0III,287.35632183908046,937.2298850574712,1.3878962197329034,4716.48182136663,24.25724709308968,7.391617777272894,1.0
7.78,0.01526,1.03,0.563,F8/G0V,65.53079947575361,213.73263433813892,3.6977726680943084,6116.299236564012,2.88995401800988,1.517131031885008,0.0
8.29,0.01314,0.97,0.488,F6V,76.10350076103501,248.21613394216132,3.8829768261188082,6443.818339152462,2.436740432529929,1.255084981454819,0.0
9.67,0.00283,1.45,0.397,F0V,353.35689045936397,1152.494699646643,1.9289321776214514,6896.257195712109,14.737612351905122,2.6948943213070677,0.0
8.24,0.02529,1.11,0.78,G8V,39.541320680110715,128.9663898774219,5.254744146722024,5341.708650122388,0.6888145960891663,0.9710595237214908,0.0
8.44,0.00967,0.86,0.508,F5V,103.41261633919338,337.28645294725953,3.367132370415008,6352.827420303602,3.918745431160385,1.6375496851651048,0.0
6.31,0.00331,0.6,1.629,M4,302.11480362537765,985.3655589123866,-1.090860031121406,3609.256390523065,237.87237703187208,39.52679606444562,0.0
8.59,0.01436,2.44,0.616,G2V,69.63788300835655,227.12813370473538,4.375772199531407,5905.594296749442,1.5477154580100843,1.1908948529299999,0.0
11.55,0.01627,2.71,1.26,M0,61.46281499692686,200.46465888137675,7.606937764684295,4194.273288699762,0.07892687250428812,0.5331557198690692,0.0
8.54,0.0045899999999999995,1.04,0.23,A7V,217.86492374727672,710.5795206971678,1.8490634276863043,7937.866694928842,15.862609349021259,2.110254266120226,0.0
9.58,0.012240000000000001,1.44,0.7,G5V,81.69934640522875,266.46732026143786,5.018907089047712,5601.697844213074,0.8559278633858913,0.9843154426607336,0.0
8.01,0.01062,1.46,0.406,F3/F5V,94.16195856873824,307.1148775894539,3.140622583727251,6848.452201524804,4.827818854756697,1.564032237259566,0.0
9.62,0.00667,0.97,0.657,F8V,149.92503748125938,488.9895052473763,3.7406291695827445,5752.9660132222925,2.77810292779662,1.6813015927392023,0.0
8.93,0.009880000000000002,1.18,0.607,G2/G3V,101.21457489878541,330.11740890688253,3.9037847229381413,5940.269764295265,2.3904854839869945,1.4628028388945036,0.0
8.76,0.00082,1.22,1.692,M0,1219.5121951219512,3977.5121951219508,-1.6709307380814167,3525.847786735788,405.85630321356933,54.10209759402939,0.0
7.09,0.00424,0.92,-0.085,B8V,235.8490566037736,769.2358490566038,0.22682928296366178,11326.5724601966,70.67540190061759,2.1877223472579614,0.0
5.9,0.0008900000000000001,0.58,0.274,A1III,1123.5955056179776,3664.6741573033705,-4.353049966775435,7631.206236985367,4799.765134712295,39.71720576959271,1.0
8.41,0.00658,0.94,0.563,F6V,151.9756838905775,495.67781155015194,2.501129468069779,6116.299236564012,8.700580163337094,2.6323990878841736,0.0
8.55,0.00412,0.84,0.037,A1V,242.71844660194174,791.6407766990291,1.6244860801656733,9685.973620151606,19.50767753102265,1.5717059423731812,0.0
8.11,0.01491,1.01,0.484,F6V,67.0690811535882,218.74983232729713,3.9773882172649717,6462.35579104865,2.2338021936687706,1.1948013424770259,0.0
9.6,0.00792,1.55,0.549,G0V,126.26262626262627,411.8131313131313,4.093625907947467,6174.690258703779,2.007010464165276,1.2405079148016223,0.0
5.78,0.01129,0.92,1.084,K0III,88.57395925597875,288.88928255093003,1.0434697096248398,4549.703515239823,33.31287507198597,9.308826591471924,1.0
10.66,0.0068200000000000005,2.4,1.5,M5e-M7e,146.6275659824047,478.2346041055718,4.828921873282394,3793.5064935064934,1.019603342894034,2.3425509029638927,0.0
6.38,0.00775,0.91,0.006,A1V,129.03225806451613,420.8464516129032,0.826508512531551,10051.006201144508,40.68146601779768,2.10782373547165,0.0
8.8,0.0052699999999999995,1.12,1.031,K1III,189.75332068311198,618.8918406072107,2.409053076062735,4669.519943671124,9.470627813067333,4.711942591650349,1.0
7.79,0.00246,0.85,-0.089,B3V,406.5040650406504,1325.8373983739837,-0.2553244644831034,11391.084424993394,110.18685458616255,2.700783841557568,0.0
7.77,0.0040999999999999995,1.06,-0.058,B8/B9V,243.90243902439028,795.5024390243902,0.8339192835986768,10911.596590887695,40.40473721696519,1.7823566687632373,0.0
9.8,0.02252,1.48,0.855,K0V,44.40497335701599,144.82948490230908,6.5628419308965436,5120.2127178157225,0.2064729808062655,0.5786429695349546,0.0
4.99,0.0020299999999999997,0.93,1.619,K3Ibvar,492.61083743842374,1606.6798029556653,-3.472519810433935,3622.8735622149275,2133.0838332181897,117.4769552829358,1.0
7.33,0.01092,0.64,0.444,F2V,91.57509157509158,298.67765567765565,2.5211131918435914,6654.286202145474,8.541904728814602,2.2035833619704106,0.0
8.93,0.00095,0.79,1.025,G8III,1052.6315789473683,3433.2210526315785,-1.1813819735557622,4683.504683722548,258.5549099480339,24.47313196150278,1.0
8.73,0.0034,0.93,1.036,K0III,294.11764705882354,959.2823529411764,1.3873945852112755,4657.933048462266,24.26845707570686,7.580357260049524,1.0
8.12,0.00215,1.05,2.53,C5II,465.1162790697674,1517.0046511627904,-0.2178077004219734,2702.711044101036,106.44446418203374,47.153874414609376,1.0
9.26,0.00199,1.57,1.149,K0III,502.51256281407035,1638.9748743718592,0.7542653820485334,4411.294413680512,43.48043168066479,11.312794828277587,1.0
6.11,0.0019399999999999999,1.12,0.159,B9III,515.4639175257732,1681.2164948453608,-2.450991350348869,8494.524028338705,832.5235743212836,13.349814981777833,1.0
7.13,0.00246,0.81,1.26,K1III,406.5040650406504,1325.8373983739837,-0.9153244644831036,4194.273288699762,202.36238338043623,26.9964412931582,1.0
10.82,0.0008100000000000001,2.56,1.021,M5,1234.567901234568,4026.617283950617,0.36242509439325055,4692.877012131002,62.37778688157448,11.972689256913572,0.0
7.46,0.00415,0.66,1.072,K0/K1III,240.96385542168673,785.9180722891565,0.5502404835604642,4576.2618171049635,52.46912316575996,11.547427695943766,1.0
5.59,0.0057,0.53,-0.1,B8III,175.43859649122805,572.2035087719297,-0.6306257216375428,11572.817729534148,155.68626100434415,3.110297943118748,1.0
5.68,0.0103,0.58,1.051,K1III,97.08737864077669,316.6563106796116,0.7441861235258607,4623.532987288598,43.885954710430674,10.34593937676308,1.0
9.06,0.0041600000000000005,1.2,0.368,F0V,240.38461538461536,784.0288461538461,2.1554666531337148,7055.3597447423,11.962262786560652,2.3196551133176393,0.0
6.09,0.02718,4.3,0.632,G2V,36.791758646063286,119.99852832965416,3.261247261982377,5845.009272413325,4.3201725708109535,2.031118274827694,0.0
7.83,0.0029100000000000003,0.97,1.256,K2III,343.64261168384877,1120.8109965635738,0.14946494492953732,4201.705303405522,75.89514971682186,16.474449382933756,1.0
6.61,0.00213,0.82,0.025,B3V,469.4835680751174,1531.2488262910797,-1.748101982806312,9823.72782832937,435.75340873985823,7.221423723756224,0.0
6.25,0.00534,0.77,1.368,K4IIIb,187.26591760299624,610.7790262172284,-0.11229371485721895,4003.494546784606,96.58673509721586,20.47082451867299,1.0
7.82,0.039060000000000004,0.93,0.755,G9V,25.601638504864308,83.50128008192523,5.778661194759178,5420.15213524512,0.4251434789940968,0.7409687337890798,0.0
8.97,0.01156,1.31,0.674,G3V,86.50519031141867,282.14186851211065,4.2847891704225525,5692.1283528279655,1.6830008364930509,1.3367428564726145,0.0
7.47,0.01453,1.21,0.55,F8V,68.82312456985548,224.47075017205782,3.2813280714901074,6170.479670332324,4.241004872324786,1.8057249929095254,0.0
8.63,0.0016699999999999998,1.1,1.57,M0,598.8023952095809,1953.0299401197606,-0.2564176442620827,3691.1685428724395,110.29785272834108,25.73421066375813,0.0
8.13,0.02209,0.71,0.71,G5V,45.26935264825713,147.64870982344954,4.850978579357175,5567.728737397792,0.9990991011571985,1.0764732023802543,0.0
8.23,0.00441,1.1,0.986,G9III,226.75736961451247,739.5827664399093,1.452192947339194,4776.605012850675,22.86245275729291,6.9964514594309035,1.0
8.41,0.008490000000000001,0.77,0.461,F5V,117.7856301531213,384.1648998822143,3.0545384512197646,6571.2265712965645,5.226183079433967,1.7674799728024477,0.0
6.47,0.00763,0.76,0.946,G8II,131.06159895150722,427.46526867627784,0.8826226897744016,4876.24586270274,38.63233194889769,8.72688689627725,1.0
7.73,0.019780000000000002,0.87,0.537,G0V,50.556117290192105,164.89180990899897,4.211131436305804,6225.704592092701,1.8011398103280325,1.1559838544991303,0.0
8.64,0.00196,0.95,0.889,G6III,510.2040816326531,1664.061224489796,0.10128035678238057,5026.088080191952,79.3392073518321,11.77168990864567,1.0
6.32,0.0069500000000000004,0.81,1.099,G9III:,143.88489208633092,469.28920863309344,0.5299240229505688,4516.958061619925,53.46017681558093,11.964048194233007,1.0
5.8,0.0045,0.56,-0.067,B8MNp...,222.22222222222223,724.791111111111,-0.9339374311232822,11046.098228246647,205.8614239359681,3.925769164234928,0.0
8.97,0.00512,1.34,0.86,G8/K0V,195.31249999999997,637.0234374999999,2.5163498048791553,5106.136867078238,8.579462455123052,3.750595349261959,0.0
7.53,0.023899999999999998,0.85,0.577,G0V,41.84100418410042,136.46694560669457,4.421989504740689,6059.083943683939,1.4832153046000518,1.1074987262256308,0.0
8.14,0.01425,0.83,0.593,G0V,70.17543859649122,228.88140350877188,3.9090743217226454,5995.087567306274,2.378867600072748,1.4326798364109412,0.0
6.71,0.00666,0.75,0.068,A1Vn,150.15015015015015,489.7237237237237,0.8273711458515054,9349.174503369091,40.649156833851166,2.4351981985819764,0.0
8.73,0.0014199999999999998,1.2,1.124,K1III,704.2253521126761,2296.8732394366198,-0.5085582780847187,4463.469356535613,139.13080926164034,19.76612855466441,1.0
9.95,0.08698,1.41,1.472,M2,11.496895838123706,37.497815589790754,9.647097016646585,3836.1135269513197,0.012054832861939148,0.2490879790536728,0.0
7.1,0.0062699999999999995,0.87,1.128,K1III,159.4896331738437,520.1850079744817,1.086337704153582,4455.034400111444,32.02321405427143,9.518870325038836,1.0
9.04,0.0014,1.32,0.692,F2V,714.2857142857143,2329.6857142857143,-0.22935982160880997,5629.193860258677,107.58306887414741,10.927847575226588,0.0
9.3,0.01028,1.33,0.538,F3/F5V,97.2762645914397,317.27237354085605,4.359965573296285,6221.418717992989,1.5704125984473265,1.0808939782583447,0.0
8.49,0.062479999999999994,0.82,1.076,K5V,16.005121638924457,52.20166453265045,7.46870510434622,4567.37286638686,0.08964332530798001,0.4791606209893324,0.0
8.38,0.00433,1.15,-0.06,B9V,230.9468822170901,753.2471131639724,1.5624394817668286,10941.168527683778,20.654952819718314,1.2674760553007653,0.0
4.61,0.02538,1.05,1.029,K1III,39.40110323089046,128.50906225374308,1.6324580887934301,4674.17173297854,19.364967144679706,6.724409110364529,1.0
8.56,0.22933,1.08,1.462,M2V,4.360528496053721,14.222125321588974,10.362304355250892,3851.572659250608,0.006238472398032757,0.17775343975645547,0.0
8.78,0.0012900000000000001,1.02,1.156,K2III,775.1937984496124,2528.3410852713178,-0.6670514485037575,4396.914042075454,160.99803646529872,21.91136401507853,1.0
